thread_id,inbound_text,outbound_text,provisional_intent,true_intent,good_reply_notes,true_action
amz_thread_0035,@AmazonHelp where can I chat with a support member for a false charge,@116084 I'm sorry you've encountered an unknown charge! We'd be happy to look into this with you here: https://t.co/hApLpMlfHN ^BL,Refund Inquiry,Refund Inquiry,"Oh no! We'd like to review these charges and available options with you. Please reach us here: https://t.co/hApLpMlfHN ^EZ
",ESCALATE
amz_thread_0142,@AmazonHelp UPS supposed to pick up a return package yesterday and bring return label... never showed.,"@117493 I'm sorry your package wasn't picked up! When you have a moment, reach out to us here: https://t.co/EKXRLsnxJu ^AC",Refund Inquiry,Refund Inquiry,"@AmazonHelp I'm sorry your package wasn't picked up as scheduled. When you have a moment, please reach out to us here so we can assist further: https://t.co/EKXRLsnxJu ^AC
",ESCALATE
amz_thread_0267,"@115850 Please revert whether you would be able to recalculate the gesture amount, revert at the earliest to settle this out of court for all mishap",@118505 We're working on your concern. We'll reach out to you soon and update. ^RI,Refund Inquiry,Refund Inquiry,"We're working on your concern. We'll reach out to you soon and update. ^RI
",ESCALATE
amz_thread_0063,"@AmazonHelp yes i did,but amazonuk is not doing the refund process.if they do it .i will get the money","@116321 I would like someone from our team to take a look into this for you, Sanu. Please reach out here: https://t.co/QtC7bueYoR ^LA",Refund Inquiry,Refund Inquiry,"We're working on your concern. We'll reach out to you soon and update. ^RI
",ESCALATE
amz_thread_0161,"@115850 Under the same order ID another product of 617 was delivered, paid 700 asked to add the balance to the wallet, same thing, not added",@117638 Thank you for providing the details. We are working on it and we'll get back to you soon. ^SY,Refund Inquiry,Refund Inquiry,"@AmazonHelp I'm sorry your package wasn't picked up as scheduled. When you have a moment, please reach out to us here so we can assist further: https://t.co/EKXRLsnxJu ^AC
",ESCALATE
amz_thread_0066,@115830 amazonuk took money without any https://t.co/w25zXi7DYp they are not giving it back nor giving clear statement of my refund proces,"@116321 I'm sorry for the frustration! Without giving personal/account details, could you tell us a bit more about what's going on? ^DG",Refund Inquiry,Refund Inquiry,"I'm sorry for the frustration! Without giving personal/account details, could you tell us a bit more about what's going on? ^DG
",ESCALATE
amz_thread_0029,@AmazonHelp but I can’t find the options to cancel or re-order?,@116081 I'm sorry for the delay! We'd like to take a further look into this with you! Please reach us here: https://t.co/hApLpMlfHN ^AG,Order Cancellation,Refund Inquiry,"I'm sorry for the frustration! Without giving personal/account details, could you tell us a bit more about what's going on? ^DG
",ESCALATE
amz_thread_0280,@AmazonHelp I have asked the customer care exec on phone to cancel the order. Don't want to waste any more of my time on this.,@118701 I'm sorry about the trouble Manak. Kindly reply to the email sent by our team for further assistance. ^GD,Order Cancellation,Order Cancellation,We understand that you’ve already requested the cancellation by phone and don’t want to spend more time on this. We’ll review the cancellation request and check whether the order can still be cancelled. We’ll provide the appropriate next steps based on the order status.,ESCALATE
amz_thread_0281,@AmazonHelp I am now cancelling this order because your delivery service just sucks despite prime membership. Switching to @118702 for future.,@118701 you've received from our team and we will get back to you with the latest update on your issue. (2/2)^SQ,Order Cancellation,Order Cancellation,"@AmazonHelp I'm sorry to hear you're canceling due to delivery issues. We'll review your order cancellation and update you with the latest status shortly. ^SQ
",AUTO_HANDLE
amz_thread_0127,@AmazonHelp Trying to place an order this happened before and deleting and rentering my address fixed it but now it's across multiple prime accounts to the same address,"@116936 Prime shipping refers to transit time after your orders ship, in working days. Some orders require additional processing and handling. The delivery date shown at checkout is the most accurate. ^LR",Other,Order Cancellation,"@AmazonHelp I'm sorry to hear you're canceling due to delivery issues. We'll review your order cancellation and update you with the latest status shortly. ^SQ
",AUTO_HANDLE
amz_thread_0289,"@AmazonHelp Yes, butvthey lied. Told me carrier and said they would contact and call me back. The never called. I hsdvto make 2 additional calls",@118709 I'm sorry you've had to invest so much time in this! Were we able to help resolve the issue on the last call? ^TL,Other,Other,"@AmazonHelp I'm sorry you've had to spend so much time on this. Were we able to help resolve the issue during your last call? ^TL
",ESCALATE
amz_thread_0235,@AmazonHelp Done that. Was told I would definitely have it by 9pm yesterday &amp; it's still not been delivered!!!!,"@118232 Just to confirm, what's the current tracking information listed for your order here: https://t.co/aaDyEz1VgE ^HC",Delivery Tracking,Delivery Tracking,"@AmazonHelp I'm sorry your order still hasn't arrived after the promised time. Could you please check the current tracking details here: https://t.co/aaDyEz1VgE and share them with us so we can investigate further? ^HC
",ESCALATE
amz_thread_0199,hey @115821 why did i pay extra for shipping only for my order to say 'arriving today' and it still hasnt shipped yet just wondering.,@117952 I'm sorry your order hasn't arrived! We'd like to see how we can help so please reach us here: https://t.co/hApLpMlfHN ^DD,Delivery Tracking,Delivery Tracking,"@AmazonHelp I'm sorry your order still hasn't arrived after the promised time. Could you please check the current tracking details here: https://t.co/aaDyEz1VgE and share them with us so we can investigate further? ^HC
",ESCALATE
amz_thread_0053,"@AmazonHelp Just now, don't use Amazon much so didn't know the process if you don't receive an item","@116314 Please allow 48 hours for the seller to respond, Allen. Let us know how it works out and if we can help with anything else! ^CN",Delivery Tracking,Other,"@AmazonHelp I'm sorry you've had to spend so much time on this. Were we able to help resolve the issue during your last call? ^TL
",ESCALATE
amz_thread_0017,@AmazonHelp Already started the return. UPS gets it from my doorstep tomorrow. Order 111-5014070-4118645,@115838 Provide your details here: https://t.co/6f6cWZv7vm and my team will escalate the order to Amazon Logistics for feedback. ^EZ,Other,Other,"@AmazonHelp Thanks for sharing the order details. Please provide your information here: https://t.co/6f6cWZv7vm and our team will escalate this to Amazon Logistics for feedback. ^EZ
",ESCALATE
amz_thread_0269,@AmazonHelp I had replied almost as soon as you posted about the email and sent it. I want to know what action has been taken on my complaint.,"@118701 Sorry to know about the delivery issue. As you've confirmed sharing your details, you should've received an email from (1/2)^KA",Other,Other,"@AmazonHelp Thanks for sharing the order details. Please provide your information here: https://t.co/6f6cWZv7vm and our team will escalate this to Amazon Logistics for feedback. ^EZ
",ESCALATE
amz_thread_0228,@115821 @AmazonHelp I'm so frustrated w/how things keep changing. Making it hard on POOR people!!! Free isn't free anymore.,"@118091 I'm so sorry to hear this! Without revealing any personal account information, will you provide us with more details? ^LH",Other,Order Cancellation,We understand that you’ve already requested the cancellation by phone and don’t want to spend more time on this. We’ll review the cancellation request and check whether the order can still be cancelled. We’ll provide the appropriate next steps based on the order status.,ESCALATE
amz_thread_0008,"Thanks for the style advice, @115833 look ...I think? #Halloween2017 #flamingo https://t.co/XvI54La043",@115832 Alexa says both styles are working for you! My vote goes to the Flamingo look! ^SE,Other,Other,"@AmazonHelp Alexa thinks both looks are on point! But if we had to choose, the Flamingo style is stealing the show! ^SE
",AUTO_HANDLE
amz_thread_0295,@115821 it’s not nice to upset a kid (my daughter) on Halloween waitin’ for her dress it was prime and extra paid and you guys failed her !,@118829 I'm sorry for the delay in delivery. Could you let us know from which website did you make the purchase? ^RW,Delivery Tracking,Other,"@AmazonHelp Alexa thinks both looks are on point! But if we had to choose, the Flamingo style is stealing the show! ^SE
",AUTO_HANDLE
amz_thread_0262,@AmazonHelp Please reply with necessary resolution...,@118505 email ID. Kindly check it here: https://t.co/8DAc10S7ww. 2/2 ^RS,Other,Other,"@AmazonHelp Thanks for reaching out. Please check your email ID here: https://t.co/8DAc10S7ww so we can provide you with the necessary resolution. ^RS
",ESCALATE
amz_thread_0072,@AmazonHelp Want to speak to someone at corp to address these issues.,@116325 Have you tried deleting the card from the account and re-adding it? Have you reached out to USPS about these deliveries? ^AF https://t.co/1XyLaGkcaN,Other,Other,"@AmazonHelp I'm sorry you're facing these issues. Please share your details here: https://t.co/hApLpMlfHN so our team can escalate this appropriately. ^AF
",ESCALATE
amz_thread_0062,"Hey @115821, why is your Prime 2-day delivery not arriving until Monday? Is there a holiday I don't know about?","@116320 Most items are readily available for shipping; however, some aren't and may have a longer processing time than others. ^QJ",Delivery Tracking,Other,"@AmazonHelp I'm sorry you're facing these issues. Please share your details here: https://t.co/hApLpMlfHN so our team can escalate this appropriately. ^AF
",ESCALATE
amz_thread_0103,"I swear Amazon are trying to annoy me, I've just ordered another package and had a shipped to wrong carrier facility message again and my order may be delayed. 1st echo dot and then 3 packages lost and now another echo dot possibly delayed.","@116877 I'm sorry for the ongoing trouble with your deliveries! Have you had a chance to contact us about this: https://t.co/JzP7hlA23B? If so, what information or options were we able to offer? ^SB",Delivery Tracking,Other,"@AmazonHelp Thanks for reaching out. Please check your email ID here: https://t.co/8DAc10S7ww so we can provide you with the necessary resolution. ^RS
",ESCALATE
amz_thread_0180,@AmazonHelp I have filled the details,"@117791 If you've shared your details in the link, we'll check and get back to you with an update soon. ^MK",Other,Other,"@AmazonHelp Thanks for sharing your details. We'll review them and get back to you with an update soon. ^MK
",AUTO_HANDLE
amz_thread_0139,@AmazonHelp Or you can provide me with a direct dial number and I’ll call it now,@117198 Hi there! We are not able to see customer's account information here on Twitter. Please reach out to us by calling 866-216-1072 and keep us updated on the outcome! ^SP,Other,Other,"@AmazonHelp Thanks for sharing your details. We'll review them and get back to you with an update soon. ^MK
",AUTO_HANDLE
amz_thread_0100,@AmazonHelp They said it was UPS. UPS says they never received the package to deliver ¯\_(ツ)_/¯,"@116851 To confirm, what does the latest tracking update show? Please check here: https://t.co/eR31oAnsW2 ^BE",Delivery Tracking,Delivery Tracking,"Ask the customer to check the latest tracking update, since UPS says they never received the package. If tracking does not show a carrier acceptance scan, the order should be investigated with Amazon",ESCALATE
amz_thread_0204,"@AmazonHelp Didn’t know I needed to. Is that really a thing?! But still Prime shipping should be 2 days, correct?","@118078 Yes, Release-Date Delivery is definitely a thing and the Amazon Prime two day shipping does mean two days after processed. ^CN",Delivery Tracking,Delivery Tracking,"@AmazonHelp Yes, Release‑Date Delivery is definitely an option, and Prime two‑day shipping means two days after the order has been processed. ^CN
",ESCALATE
amz_thread_0047,My Kindle not working properly is breaking my heart! 😩💔,"@116093 Oh no! We'd like to help you with this, Kelly! Can you tell us more about what's happening with the Kindle? Thanks! ^AJ",Other,Delivery Tracking,"@AmazonHelp Yes, Release‑Date Delivery is definitely an option, and Prime two‑day shipping means two days after the order has been processed. ^CN
",ESCALATE
amz_thread_0123,@AmazonHelp 10 hours ago.,@116932 Gotcha- Let us know if you haven't heard back from them on Tuesday. ^BL,Other,Other,"@AmazonHelp Got it—thanks for letting us know. If you haven’t heard back from the team by Tuesday, please reach out again so we can follow up. ^BL
",AUTO_HANDLE
amz_thread_0151,@AmazonHelp hi I cancelled an item today but the money has not shown back up in my bank yet can you tell me how long it takes?,"@117511 Hi there, items are not billed to you until they have shipped. If you have been charged for the order already, the refund will reflect on your account within 5-7 business days. You can read more about it here: https://t.co/dexHjftwpD -RD",Refund Inquiry,Other,"@AmazonHelp Got it—thanks for letting us know. If you haven’t heard back from the team by Tuesday, please reach out again so we can follow up. ^BL
",AUTO_HANDLE
amz_thread_0253,@115850 why to you promise false discounts with wrong mrp ...the device I bought showed a mrp of 7999 when its actual mrp is 7499 https://t.co/1kqHQVHBcl,@118504 from our sellers. You may also visit this link: https://t.co/yQb39uNRsX for more information. 2/2 ^MK,Other,Other,We understand your concern about the difference between the listed MRP and the actual MRP of the device. We take pricing and discount accuracy seriously and will have this discrepancy reviewed. We’ll ensure the appropriate team looks into the listing and takes the necessary action.,ESCALATE
amz_thread_0069,@AmazonHelp Well ok but @116324 said it’s been dlvd so I can’t see how they will bother to deliver it now! I think they have washed their hands of it,@116323 We're definitely here to help! Please reach out to us by phone here: https://t.co/JzP7hlA23B ^SE,Delivery Tracking,Delivery Tracking,"@AmazonHelp I'm sorry for the confusion with your delivery status. Please reach out to us by phone here: https://t.co/JzP7hlA23B so we can investigate and ensure this is resolved. ^SE
",ESCALATE
amz_thread_0178,"@AmazonHelp Haven’t received any mail, can you please resend mail to __email__",@117791 I just checked and can see that we have sent you an email correspondence. Request you to please check your spam folder. ^MK,Other,Delivery Tracking,"@AmazonHelp I'm sorry for the confusion with your delivery status. Please reach out to us by phone here: https://t.co/JzP7hlA23B so we can investigate and ensure this is resolved. ^SE
",ESCALATE
amz_thread_0197,"@AmazonHelp The tracking indicated as here, and then, it seemed to go back in time, saying it was not here anymore. I believe it's USPS",@117948 Please get in touch with us here: https://t.co/Q7Ftz6nj80 and we'd be happy to review available options with you. ^EZ,Delivery Tracking,Other,We understand your concern about the difference between the listed MRP and the actual MRP of the device. We take pricing and discount accuracy seriously and will have this discrepancy reviewed. We’ll ensure the appropriate team looks into the listing and takes the necessary action.,ESCALATE
amz_thread_0015,@AmazonHelp Is it possible to prevent AMZL from delivering my packages moving forward? Stuff is either lost/stolen/broken EVERY time.,@115838 Oh no! We want to hear more about your experience with AMZL. Please provide your feedback here: https://t.co/hApLpMlfHN ^SH,Delivery Tracking,Delivery Tracking,"@AmazonHelp Oh no! We definitely want to hear more about your experience with AMZL. Please share your feedback here: https://t.co/hApLpMlfHN so our team can review this further. ^SH
",ESCALATE
amz_thread_0201,My package from @115821 was supposed to arrive today. Now it not coming till Friday. Why the hell do I pay for prime. Doesn't do shit.,"@117955 Oh no, Blair! Can you confirm the delivery date that was provided in your order confirmation email? ^LA",Delivery Tracking,Delivery Tracking,"@AmazonHelp Oh no! We definitely want to hear more about your experience with AMZL. Please share your feedback here: https://t.co/hApLpMlfHN so our team can review this further. ^SH
",ESCALATE
amz_thread_0058,"@AmazonHelp I made a same day ship mid Monday and it said it would deliver that day. It didn’t. Today it still says out for delivery, still no show.","@116317 I'm so sorry for the late delivery, Kimmie! Our carriers can deliver until 8 PM, please keep us updated on its arrival. ^BE",Delivery Tracking,Delivery Tracking,"Ask the customer to check the latest tracking update, since UPS says they never received the package. If tracking does not show a carrier acceptance scan, the order should be investigated with Amazon",ESCALATE
amz_thread_0021,"Anna Inspired in idea lab at school to be @115821 package being shipped to Narnia! ""Amazon can go anywhere"" according to Anna. https://t.co/TyvKhuu7su",@115843 You're not lion! She even shows witch way is up! That's quite the wardrobe! ^AC,Other,Other,"@AmazonHelp You're not lion—Anna’s imagination shows witch way is up! That’s quite the magical wardrobe adventure! ^AC
",AUTO_HANDLE
amz_thread_0294,@AmazonHelp when do you guys charge for the Xbox one X I preordered? It ships the 6th.,@118828 Thanks for reaching out to us! You will be charged for your order once it ships out. ^FJ,Other,Other,"@AmazonHelp You're not lion—Anna’s imagination shows witch way is up! That’s quite the magical wardrobe adventure! ^AC
",AUTO_HANDLE
amz_thread_0257,@AmazonHelp Rather than wasting time here can you please check with your team &amp; confirm whether they have responded. Use basic communication skills Sir,"@118505 We're currently working on your issue, we'll contact you soon. Keep an eye on your mailbox. ^ZH",Other,Other,We understand your frustration and apologize for the lack of a clear update. We’ll check directly with the relevant team to confirm whether they’ve responded to your complaint. We’ll make sure you receive a clear status update as soon as possible.,ESCALATE
amz_thread_0036,@AmazonHelp if I add another adult to my Amazon household (with their own account) can they see my wishlists/photos/order history?,@116085 Thanks for reaching out to us! You can find info on adding household members here: https://t.co/i3uumZzaok ^MO,Other,Other,"@AmazonHelp Thanks for reaching out! You can find details on adding household members and what information is shared here: https://t.co/i3uumZzaok ^MO
",ESCALATE
amz_thread_0222,"@AmazonHelp it was doing this a few days ago and a factory reset dixednit, for two days. A hard reboot did not resolve.",@118087 We'd like to try to solve this problem for you! Please contact us here so we can take a closer look: https://t.co/hApLpMlfHN ^CN,Other,Other,"@AmazonHelp Thanks for reaching out! You can find details on adding household members and what information is shared here: https://t.co/i3uumZzaok ^MO
",ESCALATE
amz_thread_0145,I know it’s nearly xmas but seriously I ordered a book from @115821 due to arrive 23rd Oct and still don’t have it or know where it is???,"@117498 I'm sorry for the wait, Jamie! What's the current status of your order here: https://t.co/aaDyEz1VgE? ^SH",Delivery Tracking,Other,We understand your frustration and apologize for the lack of a clear update. We’ll check directly with the relevant team to confirm whether they’ve responded to your complaint. We’ll make sure you receive a clear status update as soon as possible.,ESCALATE
amz_thread_0042,@AmazonHelp Deluxe edition on September 16th. It definitely had the pre orders on the profile because that’s why I ordered. Also why I paid for Prime..,@116088 Could you link us to the page of the item on our website? This will allow us to take a closer look at all options. ^VB,Other,Other,"@AmazonHelp Thanks for sharing those details. Could you please link us to the item’s page on our website? That will help us take a closer look at the pre‑order options available. ^VB
",AUTO_HANDLE
amz_thread_0166,@AmazonHelp Incredible! I shouldn’t post my details here Coz it’s public. While you can’t access it being in Amazon! Are you kidding me ?,@117789 We haven't received your details. Kindly share your details here: https://t.co/JzRdscmdH9 and I'll get in touch soon. ^AK,Other,Other,"@AmazonHelp Thanks for sharing those details. Could you please link us to the item’s page on our website? That will help us take a closer look at the pre‑order options available. ^VB
",AUTO_HANDLE
amz_thread_0012,.@AmazonHelp Item has not been delivered but tracking says it was handed to me over an hour ago... 2nd time this has happened. Sort it out https://t.co/42W82GcARk,@115835 I'm so sorry you didn't receive your parcel! We'd like a chance to look into this with you here: https://t.co/JzP7hlA23B ^SY,Delivery Tracking,Delivery Tracking,"pologize and acknowledge that the tracking incorrectly shows the parcel as handed to the customer. Since this has happened twice, request the order details through Amazon support so the delivery can be investigated and resolved",ESCALATE
amz_thread_0277,@AmazonHelp asm mentioned before. You all are just idiots.,@118701 Thanks for replying. We'll get in touch with you soon. Appreciate your understanding. ^AK,Other,Other,"@AmazonHelp Thanks for replying. We'll be in touch with you soon and appreciate your understanding. ^AK
",AUTO_HANDLE
amz_thread_0086,"@AmazonHelp Mac book pro, with Chrome",@116617 Hi! I just wanted to ask if my colleagues could assist you? Regards ^TA,Other,Other,"@AmazonHelp Thanks for replying. We'll be in touch with you soon and appreciate your understanding. ^AK
",AUTO_HANDLE
amz_thread_0217,@AmazonHelp it's been 7 days &amp; my @115821 order still hasn't shipped. #fail https://t.co/apV29xdWuM,@118084 I'm sorry that your package has not shipped! Did we miss the promised Delivery date found here: https://t.co/Y5jpI9gRhE ^LM,Delivery Tracking,Delivery Tracking,"Apologize for the delay and ask the customer to check whether the promised delivery date has passed. If it has, offer to investigate the order status.",ESCALATE
amz_thread_0107,@AmazonHelp It's now a police matter. You could check the police report.,"@116913 I'd like to have a member of our team ensure this is escalated to the correct teams for investigation. When you have a moment, please send us as many details as possible here: https://t.co/DFWr7dqiz5 ^SB",Other,Other,"@AmazonHelp I'd like to have a member of our team ensure this is escalated to the correct teams for investigation. When you have a moment, please send us as many details as possible here: https://t.co/DFWr7dqiz5 ^SB
",ESCALATE
amz_thread_0179,"@AmazonHelp I have checked there is no email from amazon, and amazon is in safe senders list.","@117791 If you haven't received any email, please share your details here: https://t.co/GIJyeYqKE0 and we'll get back to you. ^HD",Other,Other,"@AmazonHelp I'd like to have a member of our team ensure this is escalated to the correct teams for investigation. When you have a moment, please send us as many details as possible here: https://t.co/DFWr7dqiz5 ^SB
",ESCALATE
amz_thread_0186,@115821 thanks for the new movies on Prime video. Something new to distract from pain during CRPS flare ups #TheWitches 🌙🎃,@117802 We are happy that our new selections bring you some comfort. Stay strong Cassandra ^CH,Other,Delivery Tracking,"Apologize for the delay and ask the customer to check whether the promised delivery date has passed. If it has, offer to investigate the order status.",ESCALATE
amz_thread_0065,@AmazonHelp and redund issued on 13th https://t.co/1uydlorGCp no sing of my money and amazonuk just saying its in the billing department.no signof devlp,@116321 When you last contacted us what information did we provide? Have you spoken with your bank to see if they have the refund? ^LR,Refund Inquiry,Refund Inquiry,"@AmazonHelp I'm sorry you still haven’t seen the refund. When you last contacted us, what information did we provide? Have you also checked with your bank to confirm if they’ve received the refund? ^LR
",ESCALATE
amz_thread_0250,@AmazonHelp How do I disable notifications indicated by the bell icon in upper left corner of iOS Kindle app?,"@118501 We'd like to help in real-time! When you have a free moment, please reach out to us here: https://t.co/hApLpMlfHN ^HM",Other,Refund Inquiry,"@AmazonHelp I'm sorry you still haven’t seen the refund. When you last contacted us, what information did we provide? Have you also checked with your bank to confirm if they’ve received the refund? ^LR
",ESCALATE
amz_thread_0286,@115821 STOP USING THE @118706 They are a useless government entity.,"@118705 I'm very sorry about this experience, Robert. We'd like to help! Could you tell us more details about what's going on? ^HM",Delivery Tracking,Delivery Tracking,Acknowledge the customer's frustration with the carrier and ask for more details about the delivery issue so Amazon can investigate and determine what options are available,ESCALATE
amz_thread_0275,@AmazonHelp Sorry to have to say this. But you all are idiots. Once more email completely ignoring my query and giving template reply,@118701 That's unusual. Could you please revert to the email with further queries on this? I'll like to have a look into it. ^AB,Other,Other,"@AmazonHelp That's unusual. Could you please reply to the email with your further queries so we can take a closer look into this? ^AB
",ESCALATE
amz_thread_0282,@AmazonHelp This has been the most frustrating and useless customer service ever.,"@118701 Sorry about the bad experience, Manak. I'll be sure to pass along your feedback internally. ^MS",Other,Other,"@AmazonHelp That's unusual. Could you please reply to the email with your further queries so we can take a closer look into this? ^AB
",ESCALATE
amz_thread_0026,@AmazonHelp since when you stop giving 20% off videogame pre-orders (amazon prime members) im confused? why?,@115852 We still offer discounts on eligible physical game pre-orders. For further details on Prime benefits: https://t.co/80y2YnlQGJ ^MB,Other,Other,Explain that the 20% discount may only apply to eligible physical video game pre-orders and that eligibility can vary. Direct the customer to the current Prime benefits information for details.,AUTO_HANDLE
amz_thread_0014,"In response to your @115830 packing video, this packaging was for a 2ft washing line pole @115837 https://t.co/X21SQHgC0K",@115836 Thanks for bringing this to our attention! Please also leave packing feedback here: https://t.co/PMiShxgPvp so we may improve.^KL,Other,Other,"@AmazonHelp Thanks for bringing this to our attention! Please also leave packing feedback here: https://t.co/PMiShxgPvp so we may improve. ^K
",AUTO_HANDLE
amz_thread_0111,"@115821 the more I order from you guys, the more I'm going to stop being a customer....YOUR DRIVERS ARE USELESS. Once again they marked a package delivered when it clearly wasn't. I received one of two packages, yet they were both marked delivered. 3 times in 1 month! https://t.co/9UYVHPVWtE","@116914 I'm so sorry to hear your order was scanned as delivered when it wasn't. We'd like to help if we can. Just to confirm, who's the carrier shown on your order here: https://t.co/wBHsNpkyQZ? ^CC",Delivery Tracking,Other,"@AmazonHelp Thanks for bringing this to our attention! Please also leave packing feedback here: https://t.co/PMiShxgPvp so we may improve. ^K
",AUTO_HANDLE
amz_thread_0131,"@115850 I have stopped ordering from your site, Amazon courier guys are very rude. I have given similar complaints to u no of tyms.",@117088 Apologies for this unpleasant experience. I'd like to take a closer look. 1/2 ^HD,Other,Other,Explain that the 20% discount may only apply to eligible physical video game pre-orders and that eligibility can vary. Direct the customer to the current Prime benefits information for details.,AUTO_HANDLE
amz_thread_0089,So sad @AmazonHelp @115830 ruined his FIRST Halloween by failing to deliver his tiny costume 2 days running #whypayprime? #amazon #prime,@116830 Oh no! Did we miss the expected delivery date from your confirmation e-mail here: https://t.co/OmqrPtDrzj Please let us know. ^KL,Delivery Tracking,Delivery Tracking,"@AmazonHelp Oh no! Did we miss the expected delivery date from your confirmation e‑mail here: https://t.co/OmqrPtDrzj Please let us know. ^KL
",ESCALATE
amz_thread_0261,"@AmazonHelp Nobody has called till now, why are you sending fake replies",@118505 Sorry for the stretch. Please reply to the email you've received from our Social media team and we'll get back. ^KA,Other,Delivery Tracking,"@AmazonHelp Oh no! Did we miss the expected delivery date from your confirmation e‑mail here: https://t.co/OmqrPtDrzj Please let us know. ^KL
",ESCALATE
amz_thread_0121,Just had my first @115821 Prime Now delivery. 2 hours flat 👏👏,@116929 Awesome! Enjoy! ^BL,Other,Delivery Tracking,Acknowledge the customer's frustration with the carrier and ask for more details about the delivery issue so Amazon can investigate and determine what options are available,ESCALATE
amz_thread_0093,"@AmazonHelp already tried help by mail and still problem persist, please close my account and don't want to be a customer anymore https://t.co/m2g5tP26fX","@116849 I'm sorry. We can't access your account via Twitter. For assistance, please reach us here: https://t.co/jzvkhdlrK5 ^WT",Other,Other,"@AmazonHelp I'm sorry to hear you’d like to close your account. We’re unable to access customer accounts via Twitter. For assistance, please reach us securely here: https://t.co/jzvkhdlrK5 ^WT
",ESCALATE
amz_thread_0256,"@AmazonHelp Uff, I am continuously trying to tell you that I have already replied and a 24 hr tat for receiving call was given which​ U have failed on",@118505 If you've already replied to the email sent by our team. I'm sure our team will reach out to you soon with an update. ^VM,Other,Other,"@AmazonHelp I'm sorry to hear you’d like to close your account. We’re unable to access customer accounts via Twitter. For assistance, please reach us securely here: https://t.co/jzvkhdlrK5 ^WT
",ESCALATE
amz_thread_0023,@115847 @115821 Yeah idk the shipping company and it says “mike Ziemer” signed for it in the mail room at our building lol,@115846 That's okay! Thanks for checking! Please contact us by phone or chat and we can look into this: https://t.co/hApLpMlfHN ^BN,Delivery Tracking,Delivery Tracking,Acknowledge that the customer doesn't recognize the shipping company or the person who signed for the package. Ask them to contact Amazon via phone or chat so the delivery can be investigated.,ESCALATE
amz_thread_0298,@AmazonHelp here is the email. Conflicting answers from others in similar situations online. https://t.co/9zbCqLzokH,@118832 Thank you for bringing this to our attention! I understand the concern. You can report this here: https://t.co/1oz4X7rU5m (1/2),Other,Other,"@AmazonHelp Thank you for bringing this to our attention—I understand the concern. Please report the details securely here: https://t.co/1oz4X7rU5m so our team can review and resolve this. ^SB
",ESCALATE
amz_thread_0248,@AmazonHelp It's point less to actually fill this form.Since you always give me those replies with I'll personally follow up and stuff..,@118356 Twitter is a social media platform we'll not be able to access any of your account/order details. Please share your 1/2 ^SH,Other,Other,"@AmazonHelp Thank you for bringing this to our attention—I understand the concern. Please report the details securely here: https://t.co/1oz4X7rU5m so our team can review and resolve this. ^SB
",ESCALATE
amz_thread_0004,@115828 How about you guys figure out my Xbox One X project Scorpio edition first. No expected delivery or shipping date and it’s only a week away,@115826 I'm sorry for the wait. You'll receive an email as soon as we have an estimated delivery date. ^FJ,Delivery Tracking,Delivery Tracking,Acknowledge that the customer doesn't recognize the shipping company or the person who signed for the package. Ask them to contact Amazon via phone or chat so the delivery can be investigated.,ESCALATE
amz_thread_0258,"@AmazonHelp I have replied Sir, try and understand the gratitude of this event. You are exposing yourself in bad light","@118505 Apologies, thank you for replying to the email. We'll get back on this soon. Appreciate your patience. ^BS",Other,Other,"@AmazonHelp Apologies, and thank you for replying to the email. We'll get back to you on this soon. We appreciate your patience. ^BS
",AUTO_HANDLE
amz_thread_0227,@AmazonHelp Talked w/ cust. serv. yesterday. Just sent an email from link. Would like a straight answer abt my order.,@118090 We'd still like to help. What is the delivery date shown in the order e-mail: https://t.co/L9Xapf1v25? Who is the carrier? ^SJ,Other,Other,"@AmazonHelp Apologies, and thank you for replying to the email. We'll get back to you on this soon. We appreciate your patience. ^BS
",AUTO_HANDLE
amz_thread_0234,Bit of a piss take really now @115830 - was promised it by 9pm today. https://t.co/QKJ9a5DIki,@118232 Oh no! Let's talk about this in real time. Please call or chat with us here: https://t.co/wMcUf6lHpn ^BA,Delivery Tracking,Delivery Tracking,"pologize and acknowledge that the tracking incorrectly shows the parcel as handed to the customer. Since this has happened twice, request the order details through Amazon support so the delivery can be investigated and resolved",ESCALATE
amz_thread_0122,"I have 2 echos and set up multi room music playback. How do you switch back and forth between multi room audio and playing on only one? Sometimes I like whole house, sometimes I don't want to wake up my wife. @115833 #echo #alexa","@116931 Please try asking Alexa to stop playing your music, and then ask her to play your music again, but without referencing the ""Multi-Room Music group"" you were previously using: https://t.co/gR1MEFl0If ^JR",Other,Other,"@AmazonHelp Thank you for bringing this to our attention! I understand the concern. Please report this securely here: https://t.co/1oz4X7rU5m so our team can review and resolve. ^SB
",ESCALATE
amz_thread_0040,"@116090 Saying I preordered to early, terrible customer service. Won’t renew prime if this isn’t fixed.","@116088 I'm sorry for the frustration, Anthony! Can you tell me more about which pre-order bonuses are missing? ^EA",Other,Other,"@AmazonHelp Thank you for bringing this to our attention! I understand the concern. Please report this securely here: https://t.co/1oz4X7rU5m so our team can review and resolve. ^SB
",ESCALATE
